Task ID,Area,Checkpoint ID,Completed By,Completed Date,Component,Done,Due Date,Mark Done,Notes,Owner,Phase,Priority,Progress,Section,Source Doc,Start Date,Start Task,Started By,Status,Task
P4-A-011,Infra,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",1) Google Cloud Project & Networking,Phase 4 - DEV Checkpoints,,,,Not Started,"GCS buckets (updates): DePIN: job payloads and result artifacts (datasets, models, proofs)."
P4-A-012,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,"Create Phase-4 collections: Routing & Policy: `AssetRouting`, `TokenPolicies`, `PolicyClaims`."
P4-A-013,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,"Create Phase-4 collections: zk-VaR: `ZkVarRequests`, `ZkVarAttestations`, `ZkVarCircuitRegistry`."
P4-A-014,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,"Create Phase-4 collections: DePIN: `DePINJobs`, `DePINResults`, `QoSJobFacts`, `QoSScores`, `NodeMirror`, `RewardLedger`, `PenaltyLedger`."
P4-A-015,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,Key indexes: `AssetRouting`: PK on `symbol`.
P4-A-016,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,"Key indexes: `TokenPolicies`: composite PK on `{token_address, chainId}`; `PolicyClaims`: TTL on `expiry`."
P4-A-017,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,"Key indexes: `ZkVarAttestations`: PK `attestation_id`; secondary on `{account_id, snapshot_id}`."
P4-A-018,Data,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",2) Data Stores — MongoDB Atlas,Phase 4 - DEV Checkpoints,,,,Not Started,"Key indexes: `DePINJobs`: index `{status, created_at}`; `QoSScores`: `{node_id, epoch_id}` composite."
P4-A-019,Security,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",3) Security & IAM,Phase 4 - DEV Checkpoints,,,,Not Started,"Service accounts (new): `sa-asset-routing`, `sa-token-policy`, `sa-onchain-driver-worker`, `sa-zk-var-attestation`, `sa-depin-gateway`, `sa-qos-oracle`."
P4-A-020,Security,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",3) Security & IAM,Phase 4 - DEV Checkpoints,,,,Not Started,Least-privilege roles: Scope each SA to its secrets and collections only.
P4-A-021,Security,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",3) Security & IAM,Phase 4 - DEV Checkpoints,,,,Not Started,Least-privilege roles: Allow Execution Gateway to invoke Asset Routing and Compliance Adapter during driver selection and policy checks.
P4-A-022,Security,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",3) Security & IAM,Phase 4 - DEV Checkpoints,,,,Not Started,Least-privilege roles: Allow OnChain Driver worker to call Token Policy Module and Compliance Adapter.
P4-A-023,Security,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",3) Security & IAM,Phase 4 - DEV Checkpoints,,,,Not Started,Secrets in Secret Manager: On-chain keys: Driver submitter wallet; Token Policy attester_key; QoS Oracle writer key.
P4-A-024,Security,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",3) Security & IAM,Phase 4 - DEV Checkpoints,,,,Not Started,Secrets in Secret Manager: RPC credentials: For all new venues/L2s.
P4-A-025,Bus,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",4) Pub/Sub Event Bus,Phase 4 - DEV Checkpoints,,,,Not Started,No new topics: OnChain path: `orders.cmd` / `orders.evt` (driver=onchain) + `audit.evt`.
P4-A-026,Bus,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",4) Pub/Sub Event Bus,Phase 4 - DEV Checkpoints,,,,Not Started,"No new topics: zk-VaR: in=`risk.approved`, out=`audit.evt`."
P4-A-027,Bus,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",4) Pub/Sub Event Bus,Phase 4 - DEV Checkpoints,,,,Not Started,No new topics: DePIN/QoS: audit references for settlements flow to `audit.evt`.
P4-A-028,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,"Repository: Add service dirs: `asset-routing/`, `token-policy/`, `onchain-driver/`, `zkvar-attest/`, `depin-gateway/`, `qos-oracle/`."
P4-A-029,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,Smart contracts: Add dirs for DePIN and optional PolicyRegistry/AttestationRegistry; wire deploys to ReFIN L2.
P4-A-030,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,Pipelines (updates): Build/deploy new services.
P4-A-031,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,Pipelines (updates): Compile zk circuits; manage PK/VK artifacts in GCS.
P4-A-032,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,Runtime config: Asset Routing decision defaults and cache TTLs.
P4-A-033,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,"Runtime config: Token Policy claim TTL, ACE freshness triggers."
P4-A-034,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,"Runtime config: OnChain Driver gas/MEV caps, nonce manager, relays."
P4-A-035,CI/CD,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",5) CI/CD & Runtime Configuration,Phase 4 - DEV Checkpoints,,,,Not Started,Runtime config: DePIN dispatch/pricing/QoS windows.
P4-A-036,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,"Dashboards (updates): On-chain execution: plan build time, submit→mined latency, revert rate, gas/fee metrics, relay hit-rate."
P4-A-037,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,"Dashboards (updates): DePIN: job queue depth, acceptance %, proof/model validation success, QoS score distribution, rewards/slashing volumes."
P4-A-038,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,"Dashboards (updates): zk-VaR: proofs/hour, p95 prove time, verify success."
P4-A-039,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,Alerts (new): High revert rate for OnChain Driver; receipt timeouts.
P4-A-040,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,Alerts (new): zk-VaR proof failures/backlog age.
P4-A-041,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,Alerts (new): DePIN stale queue or low node participation/QoS breaches.
P4-A-042,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,Phase-4 SLO baselines: Routing/Policy reads p95 ≤ 50 ms.
P4-A-043,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,Phase-4 SLO baselines: On-chain plan build+sign p95 ≤ 500 ms (pre-submit).
P4-A-044,Observability,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",7) Observability & SLOs,Phase 4 - DEV Checkpoints,,,,Not Started,Phase-4 SLO baselines: zk-VaR proof generation (offline) p95 ≤ 10 min.
P4-A-045,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,"Contracts deployed: DePIN suite (NodeRegistry, Staking, QoSOracle, Rewards, Slashing); optional Policy/Attestation registries."
P4-A-046,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Roles granted: QoS Oracle writer wallet has submitter role on QoSOracle.
P4-A-047,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Initial data: Seed `AssetRouting` and `TokenPolicies` for test assets/tokens.
P4-A-048,Security,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Secrets: Token Policy attester_key present; claim TTLs configured.
P4-A-049,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,"Integration: Gateway calls Asset Routing during driver selection; if on-chain & policy requires fresh ACE, call Compliance Adapter before building plan."
P4-A-050,Security,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Secrets: Submitter wallet key loaded; relays/RPC configured.
P4-A-051,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Config: gas/MEV caps; nonce manager; `OrderIdMap` enablement.
P4-A-052,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Circuits: compile; generate/store PK/VK in GCS; populate `ZkVarCircuitRegistry`.
P4-A-053,Infra,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Runtime: GPU toggles; queue/backoff; Explorer integration endpoints live.
P4-A-054,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,"Gateway config: pricing, dispatch policies, QoS formulas/windows."
P4-A-055,Preflight,P4-A,,,On-Chain,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",8) Component-Level Preflight (Phase 4) — On-Chain,Phase 4 - DEV Checkpoints,,,,Not Started,Node agent: a test provider node enrolled/staked on ReFIN L2 (NodeRegistry/Staking); heartbeat and lease flows verified.
P4-A-056,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,Configure an asset in `AssetRouting` to onchain.
P4-A-057,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,"Trigger a trade; verify EG selects the OnChain Driver and persists a plan with `driver=""onchain""`."
P4-A-058,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,"Driver enforces policy (`need_fresh_ace`), obtains PolicyClaim, signs and submits tx."
P4-A-059,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,Confirm tx mined on L2; `orders.evt` and `audit.evt` reflect lifecycle.
P4-A-060,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,"Produce `risk.approved`; service consumes, proves, and writes `ZkVarAttestations`."
P4-A-061,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,Verify audit.evt emitted; Explorer can resolve/verify via read endpoints.
P4-A-062,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,Register and stake a test node on ReFIN L2; `NodeMirror` present.
P4-A-063,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,"Publish a small inference/proving job; node accepts lease, returns results; Gateway validates and records QoS."
P4-A-064,Testing,P4-A,,,,No,,,,,4,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff841588019a9fde8263f749b82?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff84158808889b1e6ab69986c09?pvs=21)",9) Smoke Tests,Phase 4 - DEV Checkpoints,,,,Not Started,QoS Oracle writes per-epoch scores; Rewards settlement tx visible on L2; off-chain `RewardLedger`/`PenaltyLedger` mirrors updated.
