Task ID,Area,Checkpoint ID,Completed By,Completed Date,Component,Done,Due Date,Mark Done,Notes,Owner,Phase,Priority,Progress,Section,Source Doc,Start Date,Start Task,Started By,Status,Task
P2-A-011,Security,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",3) Security & IAM,,,,,Not Started,Least-privilege roles:
P2-A-012,Messaging,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",4) Pub/Sub Event Bus,,,,,Not Started,"No new topics for Phase 2: SIWE, CCID/KYC, and Compliance Adapter are API-driven; existing bus remains."
P2-A-013,CI/CD,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",5) CI/CD & Runtime Configuration,,,,,Not Started,"Repositories & pipelines: build, tag, push, and deploy `wallet-signin`, `ccid-kyc`, `compliance-adapter`."
P2-A-014,CI/CD,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",5) CI/CD & Runtime Configuration,,,,,Not Started,Runtime configs:
P2-A-015,Observability,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",7) Observability & SLOs,,,,,Not Started,"Dashboards: p95 latency and error-rate for SIWE, CCID/KYC (start + webhook), Compliance Adapter check; cache-hit ratio for Adapter."
P2-A-016,Observability,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",7) Observability & SLOs,,,,,Not Started,Alerts: Adapter check errors/latency; CCID issue/refresh failures; invalid SIWE verifications.
P2-A-017,Observability,P2-A,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",7) Observability & SLOs,,,,,Not Started,SLO targets: SIWE verify server-side p95 ≤ 150 ms (ex-wallet time). Compliance cache-hit p95 ≤ 50 ms; fresh path off hot path.
P2-A-018,Auth,P2-A,,,Wallet Sign-In (SIWE),No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Wallet Sign-In (SIWE),,,,,Not Started,Secrets: JWT signing keys and cookie secrets present.
P2-A-019,Auth,P2-A,,,Wallet Sign-In (SIWE),No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Wallet Sign-In (SIWE),,,,,Not Started,"Config: allowed `domains`, `origins`, `uris`, `chainIds`; nonce/session TTLs; cookie flags; CORS/HSTS."
P2-A-020,Auth,P2-A,,,Wallet Sign-In (SIWE),No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Wallet Sign-In (SIWE),,,,,Not Started,"Spanner tables: `siwe_nonces`, `sessions`, `wallets` with indexes as above."
P2-A-021,Auth,P2-A,,,Wallet Sign-In (SIWE),No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Wallet Sign-In (SIWE),,,,,Not Started,Redis: nonce/session caches and rate limits enabled.
P2-A-022,Auth,P2-A,,,Wallet Sign-In (SIWE),No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Wallet Sign-In (SIWE),,,,,Not Started,AuthN middleware: validates access JWT; loads `account_id`/`wallet_id`.
P2-A-023,Identity,P2-A,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — CCID/KYC Service,,,,,Not Started,Secrets: provider keys + webhook signing; Chainlink CCID credentials.
P2-A-024,Identity,P2-A,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — CCID/KYC Service,,,,,Not Started,Config: provider webhook → `/ccid/webhook/provider`; policy resolver enabled.
P2-A-025,Identity,P2-A,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — CCID/KYC Service,,,,,Not Started,"Spanner tables: `kyc_sessions`, `ccid_attestations`, `kyb_docs_meta`."
P2-A-026,Identity,P2-A,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — CCID/KYC Service,,,,,Not Started,Webhook security: signature verification and Redis idempotency key `ccid:webhook:{provider_session_id}`.
P2-A-027,Identity,P2-A,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — CCID/KYC Service,,,,,Not Started,Compliance triggers: call Adapter `invalidate/refresh` on issue/revoke/expiry.
P2-A-028,Compliance,P2-A,,,Compliance Adapter,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Compliance Adapter,,,,,Not Started,Secrets: ACE credentials and limits.
P2-A-029,Compliance,P2-A,,,Compliance Adapter,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Compliance Adapter,,,,,Not Started,Config: cache TTLs; trigger thresholds; background sweep cadence; request debounce.
P2-A-030,Compliance,P2-A,,,Compliance Adapter,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Compliance Adapter,,,,,Not Started,Spanner table: `compliance_cache` with unique `account_id` and index on `expiry_at`.
P2-A-031,Compliance,P2-A,,,Compliance Adapter,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Compliance Adapter,,,,,Not Started,ACE client: timeouts/QPS/retries with OTEL.
P2-A-032,Risk,P2-A,,,Risk Engine (update),No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",8) Component-Level Preflight (Phase 2) — Risk Engine (update),,,,,Not Started,Integration: synchronous call to Compliance Adapter per pre-trade check; fail-closed on non-ALLOW or adapter error.
P2-A-033,Validation,P2-A,,,SIWE Flow,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — SIWE Flow,,,,,Not Started,`GET /siwe/nonce` returns single-use nonce; Spanner & Redis reflect it.
P2-A-034,Validation,P2-A,,,SIWE Flow,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — SIWE Flow,,,,,Not Started,"`POST /siwe/verify` mints tokens, persists session, marks nonce used; `wallets` bound to `accounts`."
P2-A-035,Validation,P2-A,,,KYC & Attestation Flow,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — KYC & Attestation Flow,,,,,Not Started,`POST /ccid/start` creates `kyc_sessions` and returns provider URL/token.
P2-A-036,Validation,P2-A,,,KYC & Attestation Flow,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — KYC & Attestation Flow,,,,,Not Started,Signed webhook to `/ccid/webhook/provider` updates `kyc_sessions`.
P2-A-037,Validation,P2-A,,,KYC & Attestation Flow,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — KYC & Attestation Flow,,,,,Not Started,`POST /ccid/issue_or_refresh` creates `ccid_attestations` (non-PII); triggers Adapter refresh.
P2-A-038,Validation,P2-A,,,Compliance Verdict,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — Compliance Verdict,,,,,Not Started,`GET /compliance/{account_id}`: first call miss→ACE→cache write; second call hit→fast path.
P2-A-039,Validation,P2-A,,,Risk Engine Integration,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint A (https://www.notion.so/Checkpoint-A-26b0cff841588011aa1de35798d696d1?pvs=21)",9) Smoke Tests — Risk Engine Integration,,,,,Not Started,Push `account.intent.ready`; Risk logs show Compliance Adapter check prior to decision; proceed only on `ALLOW`.
P2-C-001,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,Public API (versioned path permitted):
P2-C-002,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,Session management (`/ccid/start`): Resolve required KYC level by jurisdiction/entity type; open a provider session; persist to `kyc_sessions`; return handoff token/URL. (Auth required via SIWE session.)
P2-C-003,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,Webhook handling (`/ccid/webhook/provider`): Verify signature; dedupe via Redis idempotency key `ccid:webhook:{provider_session_id}`; update `kyc_sessions` with normalized decision.
P2-C-004,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,Evidence redaction: Compute salted hashes for sensitive identifiers; store no raw PII. Keep only pointers/digests in `kyb_docs_meta`.
P2-C-005,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,"CCID issuance (`issue_or_refresh` path): Map provider decision into a CCID claim, call Chainlink CCID, upsert `ccid_attestations{account_id,wallet_address,attestation_id,…}`, optionally verify immediately, and schedule refresh by `expires_at`. Guard issuance with `ccid:issue:{account_id}`."
P2-C-006,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,"Compliance triggers: On issue/revoke/expire (or level/jurisdiction change), call Compliance Adapter `invalidate/refresh` so Risk sees a fresh verdict when needed."
P2-C-007,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,Collections & indexes (must exist):
P2-C-008,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,"Security, secrets, and egress: Provider & CCID keys in Secret Manager; signed webhooks; allow-list egress to provider and Chainlink CCID."
P2-C-009,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,"Idempotency & concurrency: Webhooks deduped by `(provider_session_id, signature)`; issuance path serialized by `ccid:issue:{account_id}`; upserts keyed by `{account_id,wallet_address}` for safe retries."
P2-C-010,Contracts,P2-C,,,CCID/KYC Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",1) Development & Integration Plan — CCID/KYC Service,,,,,Not Started,"Observability: Structured logs with `correlationId`; counters for starts, approvals, rejects; latency/error dashboards per endpoint. (Adapter refreshes are also logged/observable.)"
P2-C-011,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,"Unit tests: Webhook signature verification, evidence hashing/redaction, CCID claim construction and mapping."
P2-C-012,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,Seed data: Use an `account_id` obtained from the SIWE flow.
P2-C-013,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,"Call `POST /ccid/start` with a valid SIWE access token → expect session URL/token and a `kyc_sessions{status:""created""}` record."
P2-C-014,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,"POST a valid, signed webhook payload indicating “approved” to `/ccid/webhook/provider`; expect 200 OK, signature verified in logs, and `kyc_sessions{status:""completed"", decision:…}`."
P2-C-015,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,"Verify a successful call to the (sandbox/mocked) Chainlink CCID API; check `ccid_attestations` upsert `{attestation_id,…}` (non-PII only)."
P2-C-016,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,`GET /ccid/status` returns the newly created attestation summary.
P2-C-017,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,`POST /ccid/invalidate` marks it revoked (and upstream if supported).
P2-C-018,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,"If `expires_at` is near, background scheduler runs `issue_or_refresh`."
P2-C-019,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,Send a webhook with an invalid signature → 401/403 and no state change; confirm idempotency did not ingest the payload.
P2-C-020,Validation,P2-C,,,,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint C (https://www.notion.so/Checkpoint-C-26b0cff84158804e9c6ede31d8a28508?pvs=21)",2) Testing & Validation Checklist,,,,,Not Started,"After issuance, confirm the service called Compliance Adapter `invalidate/refresh`; adapter logs show cache refresh on next check."
P2-D-001,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,"API endpoint (internal, versioned path permitted):"
P2-D-002,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,Serve-first caching logic:
P2-D-003,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,Refresh on miss/stale:
P2-D-004,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,ACE Integration (client library):
P2-D-005,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,Collections & indexes:
P2-D-006,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,Error handling & policy:
P2-D-007,Contracts,P2-D,,,Compliance Adapter Service,No,,,,,,,"Overall Progress (https://www.notion.so/Overall-Progress-26b0cff84158807bb21bd60886c38bc3?pvs=21), Checkpoint D (https://www.notion.so/Checkpoint-D-26b0cff8415880b1a424cb4abb543c1a?pvs=21)",1) Development & Integration Plan — Compliance Adapter Service,,,,,Not Started,Observability & SLOs:
